username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
mjg,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,33047.0,33047.0,33047.0,0.0,58.0,male,"sparks, nv, usa",hispanic,,divorced,don't want children,spiritual,straight,male,,51-60,,,
kust,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,33242.0,33243.0,33243.0,0.0,52.0,male,"zaragoza, espana",white,,divorced,1-2 living elsewhere,atheist,straight,male,,51-60,,,
sherifx,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
joel0211,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,33086.0,33087.0,33087.0,0.0,37.0,male,"barranquilla, atlantico, colombia",hispanic,administrador de empresas,single,want children,christian,straight,male,,31-40,,,
cocojort,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,33135.0,33136.0,33136.0,0.0,40.0,male,"trujillo, peru",hispanic,ejecutivo comercial,single,1-2 living with me,christian,straight,male,,41-50,,,
carlosa9,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,32987.0,32987.0,32987.0,0.0,37.0,male,"pasaje, ecuador",mixed,,single,no children,christian,straight,male,,31-40,,,
ceasar,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
jrockab,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
edwins2,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,,,,,,,,,,,,,,,,,,,
andres1840,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,32397.0,32397.0,32397.0,0.0,39.0,male,"tulua, valle del cauca, colombia",hispanic,clasificador,single,1-2 living elsewhere,christian,straight,male,,31-40,,,
educanela,0.00010369752312740769,0.00010816670331319578,0.00010593211322030173,33154.0,33155.0,33155.0,0.0,39.0,male,"barquisimeto 3001, lara, venezuela",hispanic,"programador, chef",divorced,no children,christian,straight,male,,31-40,,,
tim4you,5.667162885762756e-05,0.00015518574048144722,0.0001059286846695374,34962.0,34963.0,34963.0,0.0,58.0,male,"boise, id, usa",white,carpenter,single,1-2 living elsewhere,spiritual,straight,male,,51-60,,,
guzzler,0.00017859329894416958,3.26667911256439e-05,0.00010563004503490674,,,,,,,,,,,,,,,,,,,
jafm,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,,,,,,,,,,,,,,,,,,,
twotallz,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,12675.0,12675.0,12675.0,0.0,51.0,male,"phoenix, az, usa",white,diesel technician,single,no children,christian,straight,male,,51-60,,,
518145,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,,,,,,,,,,,,,,,,,,,
luismanuelsh,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,13086.0,13086.0,13086.0,0.0,41.0,male,"santo domingo, republica dominicana",hispanic,ingeniero en sistemas,single,1-2 living elsewhere,other,straight,male,,41-50,,,
volkancyprus,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,13242.0,13242.0,13242.0,0.0,37.0,male,girne,white,publicc relations,single,no children,christian,straight,male,"hello. my name is volkan. i live in kyrenia of cyprus. i have been working in a clinic at the department of public relations. i am a calm, positive, honest, optimistic and loyal person. i like to go to the gym. i enjoy being with my family and i like to meet with new people. i am looking for a true love, i want she could be my best friend before being my lover. she who is humble, honest and loyal! i want to be loved and i want to love forever!",31-40,"{'best', 'friend', 'new', 'hello', 'clinic', 'gym', 'humble', 'kyrenia', 'working', 'meet', 'love', 'department', 'looking', 'want', 'relations', 'calm', 'true', 'family', 'volkan', 'enjoy', 'public', 'loved', 'live', 'person', 'cyprus', 'like', 'could', 'name', 'lover', 'optimistic', 'positive', 'go', 'people', 'forever', 'loyal', 'honest'}",hello name volkan live kyrenia cypru work clinic depart public relat calm posit honest optimist loyal person like go gym enjoy famili like meet new peopl look true love want could best friend lover humbl honest loyal want love want love forev,"{'best', 'friend', 'new', 'hello', 'clinic', 'posit', 'gym', 'look', 'work', 'forev', 'kyrenia', 'meet', 'love', 'cypru', 'depart', 'want', 'calm', 'true', 'volkan', 'enjoy', 'public', 'live', 'person', 'like', 'could', 'name', 'lover', 'relat', 'humbl', 'famili', 'go', 'peopl', 'optimist', 'loyal', 'honest'}"
jviot,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,13101.0,13101.0,13101.0,0.0,38.0,male,"bogota, colombia",white,independiente,single,no children,other,straight,male,,31-40,,,
deepak745,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,13119.0,13119.0,13119.0,0.0,33.0,male,"lisbon, portugal",asian,self employed,single,want children,hindu,straight,male,"i'm a decent man, looking for a honest lady. i love to be in reality, love to travel and romance with my lady.",31-40,"{'m', 'lady', 'looking', 'travel', 'man', 'decent', 'romance', 'reality', 'love', 'honest'}",m decent man look honest ladi love realiti love travel romanc ladi,"{'m', 'realiti', 'romanc', 'look', 'ladi', 'man', 'decent', 'travel', 'love', 'honest'}"
amor32,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,9530.0,9530.0,9530.0,0.0,36.0,male,"santiago, region metropolitana, chile",white,escolta,single,1-2 living elsewhere,christian,straight,male,,31-40,,,
santhosh1232,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,,,,,,,,,,,,,,,,,,,
ljubec70,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,,,,,,,,,,,,,,,,,,,
davemac,3.170096518177356e-05,0.0001792999223568151,0.00010550044376929433,,,,,,,,,,,,,,,,,,,
richardz,9.429645698963501e-05,0.00011653318170421014,0.00010541481934692258,,,,,,,,,,,,,,,,,,,
davidlust,3.6053552814526207e-05,0.00017449577453222253,0.00010527466367337436,,,,,,,,,,,,,,,,,,,
coopman15,8.649570150892534e-05,0.00012363445947677804,0.0001050650804928517,,,,,,,,,,,,,,,,,,,
joao1966,3.829690399883077e-05,0.0001713696145571126,0.00010483325927797168,,,,,,,,,,,,,,,,,,,
evans00,0.00012781204514420173,8.18417397532177e-05,0.00010482689244870972,,,,,,,,,,,,,,,,,,,
steve345,2.1002811779178e-05,0.00018806817377865393,0.00010453549277891597,,,,,,,,,,,,,,,,,,,
doruk,2.1002811779178e-05,0.00018806817377865393,0.00010453549277891597,34935.0,34936.0,34936.0,0.0,33.0,male,"istanbul, istanbul, turkey",white,student,single,no children,atheist,straight,male,,31-40,,,
alexa36,4.029562487120279e-05,0.0001687506785331251,0.00010452315170216393,,,,,,,,,,,,,,,,,,,
nessyg8,4.029562487120279e-05,0.0001687506785331251,0.00010452315170216393,20226.0,20226.0,20226.0,0.0,26.0,female,"cali, valle del cauca, colombia",hispanic,,single,no children,other,bisexual,female,,21-30,,,
isanerea,4.029562487120279e-05,0.0001687506785331251,0.00010452315170216393,19289.0,19289.0,19289.0,0.0,44.0,female,"aalborg, denmark",hispanic,,,more than 2 living elsewhere,other,straight,female,,41-50,,,
chantel,0.00012248229161302386,8.584011557524427e-05,0.00010416120359413406,,,,,,,,,,,,,,,,,,,
bluelonely84,2.2479761548527777e-05,0.000185472957902354,0.00010397635972544089,14258.0,14258.0,14258.0,0.0,39.0,male,"barcelona, espana",white,vigilante de seguridad,single,no children,atheist,straight,male,,31-40,,,
dianafg,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,19294.0,19294.0,19294.0,0.0,33.0,female,"girardot, cundinamarca, colombia",hispanic,independiente,single,1-2 living with me,christian,straight,female,,31-40,,,
sahori35,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,6932.0,6932.0,6932.0,0.0,38.0,female,"panama city, panama",hispanic,,single,1-2 living elsewhere,christian,straight,female,,31-40,,,
letizia,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,12668.0,12668.0,12668.0,0.0,55.0,female,"chihuahua, chih., mexico",white,,widowed,more than 2 living elsewhere,christian,straight,female,,51-60,,,
carol39,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,,,,,,,,,,,,,,,,,,,
tt,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,,,,,,,,,,,,,,,,,,,
lisybeth,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,9162.0,9162.0,9162.0,0.0,50.0,female,"holguin, cuba",hispanic,fotografia.,divorced,no children,other,straight,female,,51-60,,,
angellove,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,,,,,,,,,,,,,,,,,,,
lioness,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,12065.0,12065.0,12065.0,0.0,45.0,female,"toronto, on, canada",mixed,,single,want children,hindu,straight,female,,41-50,,,
mave,5.737886388495799e-05,0.00014979450288081625,0.00010358668338288712,10820.0,10820.0,10820.0,0.0,41.0,female,"lima, peru",hispanic,abogada,single,no children,christian,straight,female,,41-50,,,
adry52,0.00010982728609571605,9.687452184807579e-05,0.00010335090397189592,7010.0,7010.0,7010.0,0.0,55.0,female,"pereira, risaralda, colombia",hispanic,voluntaria,separated,don't want children,other,straight,female,,51-60,,,
bigmike,0.00011764582370718346,8.855570617980656e-05,0.000103100764943495,,,,,,,,,,,,,,,,,,,
limava,6.627749683823824e-05,0.00013957942886354903,0.00010292846285089364,6718.0,6718.0,6718.0,0.0,42.0,female,"medellin, antioquia, colombia",hispanic,asesora,divorced,1-2 living with me,other,straight,female,,41-50,,,
nar,8.094857144542078e-05,0.00012486898285834534,0.00010290877715188306,,,,,,,,,,,,,,,,,,,
rebecal,9.888801226721432e-05,0.00010543692070374546,0.0001021624664854799,46350.0,46351.0,46351.0,0.0,60.0,female,"chihuahua, chih., mexico",hispanic,,divorced,more than 2 living elsewhere,other,straight,female,,61-70,,,
kevon,7.854279839294378e-05,0.00012569065943402466,0.00010211672891348423,,,,,,,,,,,,,,,,,,,
chikotemido38,8.185331729250538e-05,0.00012185702272836888,0.00010185517001043713,9724.0,9724.0,9724.0,0.0,46.0,male,"ocala, florida, ee. uu.",hispanic,,single,more than 2 living elsewhere,other,straight,male,,41-50,,,
frankggmzz,2.4059896748426368e-05,0.0001791318221032373,0.00010159585942583184,,,,,,,,,,,,,,,,,,,
muhammed,2.4059896748426368e-05,0.0001791318221032373,0.00010159585942583184,,,,,,,,,,,,,,,,,,,
cristian21,2.4059896748426368e-05,0.0001791318221032373,0.00010159585942583184,13224.0,13224.0,13224.0,0.0,39.0,male,"willemstad, curacao",hispanic,comerciante,single,want children,christian,straight,male,,31-40,,,
rubenc027,2.4059896748426368e-05,0.0001791318221032373,0.00010159585942583184,21331.0,21331.0,21331.0,0.0,32.0,male,"coro 4101, falcon, venezuela",hispanic,ingeniero de gas,single,no children,christian,straight,male,,31-40,,,
minicroket,2.4059896748426368e-05,0.0001791318221032373,0.00010159585942583184,,,,,,,,,,,,,,,,,,,
ernestom2k5,2.4059896748426368e-05,0.0001791318221032373,0.00010159585942583184,,,,,,,,,,,,,,,,,,,
sofiam2,8.247758322734969e-05,0.00012033194315577044,0.00010140476319156006,36134.0,36135.0,36135.0,0.0,40.0,female,"larnaca, cyprus",white,,separated,1-2 living elsewhere,christian,straight,female,,41-50,,,
princesslhor,9.12509562485701e-05,0.00011004282246038075,0.00010064688935447542,32611.0,32611.0,32611.0,0.0,50.0,female,"ho man tin, hong kong",asian,,single,no children,christian,straight,female,,51-60,,,
yulia23,6.91805223132966e-05,0.00013205958960011983,0.00010062005595670822,,,,,,,,,,,,,,,,,,,
hilary23,7.928495529038572e-05,0.0001218392875308163,0.000100562121410601,,,,,,,,,,,,,,,,,,,
robertmc410,9.436204892701625e-05,0.00010652535414859058,0.00010044370153780341,,,,,,,,,,,,,,,,,,,
sihi,1.767753711453292e-05,0.0001831080940064741,0.00010039281556050351,13687.0,13687.0,13687.0,0.0,40.0,female,"valencia, espana",white,,single,no children,muslim,straight,female,,41-50,,,
cherylc,5.585555234355301e-05,0.0001449016417658613,0.00010037859705470715,,,,,,,,,,,,,,,,,,,
freeatlast2016,5.585555234355301e-05,0.0001449016417658613,0.00010037859705470715,,,,,,,,,,,,,,,,,,,
maryprada,5.585555234355301e-05,0.0001449016417658613,0.00010037859705470715,33046.0,33046.0,33046.0,0.0,61.0,female,"bucaramanga, santander, colombia",hispanic,real state,widowed,more than 2 living elsewhere,christian,straight,female,,61-70,,,
susand,5.585555234355301e-05,0.0001449016417658613,0.00010037859705470715,23525.0,23525.0,23525.0,0.0,71.0,female,"point pleasant, wv, usa",white,,divorced,1-2 living elsewhere,christian,straight,female,,71-80,,,
judy,0.00012746605290557805,7.308826616256562e-05,0.00010027715953407184,,,,,,,,,,,,,,,,,,,
natalia58,7.334988805319461e-05,0.00012658697066958698,9.996842936139079e-05,,,,,,,,,,,,,,,,,,,
earlf,7.879809992479417e-05,0.00012098997396063144,9.989403694271281e-05,23664.0,23664.0,23664.0,0.0,48.0,male,"forest, ms 39074, usa",black,,divorced,no children,other,straight,male,,41-50,,,
johnval,3.149949292770973e-05,0.0001679369553272818,9.971822412749577e-05,,,,,,,,,,,,,,,,,,,
maggy503,4.635267836570507e-05,0.00015303676662334893,9.9694722494527e-05,20574.0,20574.0,20574.0,0.0,26.0,female,"san salvador, el salvador",white,estudiante,single,no children,other,straight,female,,21-30,,,
aqvamarine,4.635267836570507e-05,0.00015303676662334893,9.9694722494527e-05,11765.0,11765.0,11765.0,0.0,48.0,female,"kharkiv, kharkiv oblast, ukraine",,"massagest,fitness instrustor",divorced,1-2 living elsewhere,christian,straight,female,,41-50,,,
fey,4.635267836570507e-05,0.00015303676662334893,9.9694722494527e-05,,,,,,,,,,,,,,,,,,,
yolly,4.635267836570507e-05,0.00015303676662334893,9.9694722494527e-05,18478.0,18478.0,18478.0,0.0,38.0,female,"ginatilan, cebu, philippines",asian,,single,1-2 living with me,christian,straight,female,,31-40,,,
iryna1111,4.635267836570507e-05,0.00015303676662334893,9.9694722494527e-05,,,,,,,,,,,,,,,,,,,
belmar16,4.635267836570507e-05,0.00015303676662334893,9.9694722494527e-05,18201.0,18201.0,18201.0,0.0,48.0,female,"cagua 2122, aragua, venezuela",hispanic,manicurista,single,1-2 living with me,other,straight,female,,41-50,,,
nika057,4.635267836570507e-05,0.00015303676662334893,9.9694722494527e-05,19678.0,19678.0,19678.0,0.0,34.0,female,"phnom penh, cambodia",asian,,single,want children,other,straight,female,,31-40,,,
rbk,4.635267836570507e-05,0.00015303676662334893,9.9694722494527e-05,20595.0,20595.0,20595.0,0.0,41.0,female,"lima, peru",white,disenadora grafica,single,want children,other,straight,female,,41-50,,,
arturot,0.00011369125203321154,8.548819189306394e-05,9.958972196313774e-05,26229.0,26229.0,26229.0,0.0,31.0,male,"arequipa, peru",white,,single,no children,christian,straight,male,,31-40,,,
alejandroa23,2.5601201420842605e-05,0.00017333931322785273,9.947025732434767e-05,,,,,,,,,,,,,,,,,,,
amitr,2.5601201420842605e-05,0.00017333931322785273,9.947025732434767e-05,,,,,,,,,,,,,,,,,,,
eddied,2.5601201420842605e-05,0.00017333931322785273,9.947025732434767e-05,39545.0,39546.0,39546.0,0.0,39.0,male,"medellin, antioquia, colombia",hispanic,,single,no children,christian,straight,male,,31-40,,,
albarob,2.5601201420842605e-05,0.00017333931322785273,9.947025732434767e-05,,,,,,,,,,,,,,,,,,,
ale89,2.5601201420842605e-05,0.00017333931322785273,9.947025732434767e-05,,,,,,,,,,,,,,,,,,,
frankiko87,7.179977727016521e-06,0.00019113035999575897,9.915516886138774e-05,15242.0,15242.0,15242.0,0.0,36.0,male,"moscu, rusia",mixed,operador,separated,want children,christian,straight,male,,31-40,,,
orlsirias,2.948512455291796e-05,0.00016843754793978836,9.896133624635317e-05,,,,,,,,,,,,,,,,,,,
davidj23456,0.00011365368674686444,8.420768413915807e-05,9.893068544301126e-05,29862.0,29862.0,29862.0,0.0,59.0,male,"visalia, ca, usa",white,,divorced,more than 2 living elsewhere,other,straight,male,"i'm easy-going and open-minded person. my actions are noble. i believes in honesty, respect, and will compromise. these are the corner stones in any type of relationship. when i'm with somebody i don't need a minute-by-minute account of their whereabouts. looking for a lady who holds the same values that i do. i am laid back and easy going kind of guy. i love the outdoors but staying indoors has its advantages too. i won't turn into a fruitcake. and stalk you. i'm looking for a lady who's independent for casual or long term, make new friends and some fun.",51-60,"{'lady', 'new', 'kind', 'noble', 'casual', 'long', 'friends', 'wo', 'love', 'need', 'looking', 'holds', 'fun', 'relationship', 'openminded', 'respect', 'outdoors', 'advantages', 'laid', 's', 'staying', 'm', 'easygoing', 'person', 'somebody', 'going', 'fruitcake', 'compromise', 'believes', 'make', 'actions', 'account', 'term', 'back', 'easy', 'minutebyminute', 'indoors', 'stalk', 'nt', 'turn', 'stones', 'guy', 'type', 'honesty', 'whereabouts', 'corner', 'values', 'independent'}",m easygo openmind person action nobl believ honesti respect compromis corner stone type relationship m somebodi nt need minutebyminut account whereabout look ladi hold valu laid back easi go kind guy love outdoor stay indoor advantag wo nt turn fruitcak stalk m look ladi s independ casual long term make new friend fun,"{'friend', 'new', 'kind', 'casual', 'long', 'look', 'hold', 'somebodi', 'advantag', 'wo', 'love', 'believ', 'need', 'fun', 'relationship', 'respect', 'ladi', 'laid', 'indoor', 'fruitcak', 'stay', 'whereabout', 's', 'm', 'nobl', 'person', 'stone', 'action', 'easi', 'make', 'easygo', 'account', 'term', 'back', 'independ', 'stalk', 'go', 'nt', 'turn', 'openmind', 'guy', 'honesti', 'compromis', 'type', 'corner', 'valu', 'minutebyminut', 'outdoor'}"
