username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
mickie1954,0.00043791406906713083,0.00043573520916452774,0.0004368246391158293,26216.0,26216.0,26216.0,0.0,69.0,female,"sydney nsw, australia",asian,professional,widowed,1-2 living elsewhere,christian,straight,female,"i have an easy to get along personality to the right people. i have a happy outlook in life. i am after friendship with someone i can have intellectual conversation, and share some laughter along the way.",61-70,"{'easy', 'happy', 'right', 'along', 'share', 'people', 'life', 'intellectual', 'way', 'get', 'someone', 'conversation', 'outlook', 'laughter', 'friendship', 'personality'}",easi get along person right peopl happi outlook life friendship someon intellectu convers share laughter along way,"{'right', 'along', 'intellectu', 'share', 'person', 'life', 'way', 'peopl', 'get', 'easi', 'outlook', 'happi', 'convers', 'friendship', 'laughter', 'someon'}"
hotrod45,0.0005279293843060875,0.0003406088058441121,0.0004342690950750998,3514.0,3514.0,3514.0,0.0,48.0,male,"big spring, ky 40175, usa",white,,separated,more than 2 living elsewhere,christian,straight,male,,41-50,,,
lalu,0.0003320609844742493,0.0005344516843241386,0.00043325633439919396,45072.0,45073.0,45073.0,0.0,78.0,male,"mumbai, maharashtra, india",asian,business.,widowed,don't want children,spiritual,straight,male,"m y name is manohar bhatia and i am a straight man with interests in church art objects.i am also a writer and have written 9 books+ topics ranging from meditation, spiritualism, mysthecism, short stories, fiction, plays. i am a caring man with no shouting in the house i am also a trained in transcandental meditation technique and have trained more than 200 persons.i am a fitness freak and do my work outs regularly everyday.i like to enjoy life to the full and love hiking, outdoors, beaches, mountain climbing.looking out for a twin soul mate with simuilar interests, with honesty as the top priority.",71-80,"{'objectsi', 'stories', 'hiking', 'plays', 'beaches', 'life', 'work', 'ranging', 'caring', 'shouting', 'art', 'freak', 'outs', 'full', 'meditation', 'love', 'climbinglooking', 'priority', 'written', 'books', 'manohar', 'outdoors', 'trained', 'personsi', 'man', 'soul', 'bhatia', 'enjoy', 'house', 'straight', '9', 'fitness', 'topics', 'like', 'regularly', 'name', 'simuilar', 'church', 'fiction', 'spiritualism', 'mysthecism', 'technique', 'writer', 'short', 'also', 'honesty', 'interests', 'transcandental', 'everydayi', 'mountain', 'twin', 'mate', '200', 'top'}",name manohar bhatia straight man interest church art objectsi also writer written 9 book topic rang medit spiritu mysthec short stori fiction play care man shout hous also train transcandent medit techniqu train 200 personsi fit freak work out regularli everydayi like enjoy life full love hike outdoor beach mountain climbinglook twin soul mate simuilar interest honesti top prioriti,"{'objectsi', 'life', 'work', 'stori', 'rang', 'full', 'spiritu', 'art', 'freak', 'love', 'medit', 'written', 'top', 'hike', 'prioriti', 'out', 'manohar', 'personsi', 'man', 'soul', 'hous', 'bhatia', 'enjoy', 'regularli', 'straight', '9', 'transcandent', 'techniqu', 'like', 'climbinglook', 'mysthec', 'name', 'shout', 'simuilar', 'church', 'train', 'fiction', 'interest', 'care', 'writer', 'short', 'topic', 'also', 'honesti', 'book', 'everydayi', 'mountain', 'play', 'twin', 'mate', 'fit', '200', 'outdoor', 'beach'}"
mariaax,0.00015647467428902943,0.0007044385818296927,0.00043045662805936104,19863.0,19863.0,19863.0,0.0,31.0,female,"valera, trujillo, venezuela",white,,single,no children,christian,straight,female,,31-40,,,
morenito,0.0004830351525454613,0.0003761364442386893,0.0004295857983920753,40775.0,40776.0,40776.0,0.0,34.0,male,"havana, cuba",black,informatico,single,want children,other,straight,male,,31-40,,,
friendsfornow,0.00042410048123334344,0.0004348403386144191,0.00042947040992388124,18796.0,18796.0,18796.0,0.0,71.0,female,"nelspruit, south africa",white,retired ( loans-consultant),widowed,more than 2 living elsewhere,christian,straight,female,,71-80,,,
galia,0.0001884247541129856,0.0006627536927426625,0.000425589223427824,19983.0,19983.0,19983.0,0.0,35.0,female,"cuautitlan izcalli, state of mexico, mexico",hispanic,,single,1-2 living with me,other,straight,female,,31-40,,,
moni17,0.00038373466228860286,0.00046674682772921924,0.000425240745008911,27291.0,27291.0,27291.0,0.0,50.0,female,"nuevo chimbote, peru",hispanic,cosmetologa,separated,1-2 living with me,christian,straight,female,,51-60,,,
luisssii,0.00032964724701304925,0.0005182677152367549,0.00042395748112490205,28896.0,28896.0,28896.0,0.0,57.0,male,"distrito de lima, peru",hispanic,independiente,single,no children,christian,straight,male,,51-60,,,
josefa,0.0006063082933094197,0.00024121149706640726,0.0004237598951879135,3477.0,3477.0,3477.0,0.0,54.0,female,"la habana, cuba",,,single,1-2 living elsewhere,other,straight,female,,51-60,,,
andreatorres,0.00016232351300150184,0.0006849172755774299,0.00042362039428946586,20406.0,20406.0,20406.0,0.0,38.0,female,"cali, valle del cauca, colombia",hispanic,estetica,single,1-2 living with me,other,straight,female,,31-40,,,
jeanp234,0.00028013773449806704,0.0005629910196260606,0.00042156437706206384,35285.0,35286.0,35286.0,0.0,30.0,male,"managua, nicaragua",hispanic,,single,no children,christian,straight,male,,31-40,,,
alex911,0.00014439333537263007,0.0006927640774156355,0.0004185787063941328,35317.0,35318.0,35318.0,0.0,44.0,male,"goppingen, germany",white,,divorced,want children,christian,straight,male,,41-50,,,
lupitap2,0.000165621081683399,0.0006704301999462207,0.00041802564081480984,9460.0,9460.0,9460.0,0.0,26.0,female,"pachuca de soto, hgo., mexico",hispanic,estudiante,single,no children,spiritual,straight,female,,21-30,,,
khawbk,0.0002102504914996328,0.0006244751191398471,0.00041736280531973994,6585.0,6585.0,6585.0,0.0,49.0,male,"ipoh, perak, malaysia",white,technician,single,no children,buddhist,straight,male,,41-50,,,
guiany,0.00024023063564670478,0.0005912894163956645,0.00041576002602118465,21019.0,21019.0,21019.0,0.0,34.0,female,"tijuana, baja california, mexico",hispanic,cine,single,no children,buddhist,straight,female,,31-40,,,
danielesilva,0.0002339654861510173,0.0005948470074845564,0.00041440624681778683,5065.0,5065.0,5065.0,0.0,49.0,female,"aveiro, portugal",white,,single,1-2 living with me,other,straight,female,i am french living in portugal for the moment.,41-50,"{'french', 'living', 'portugal', 'moment'}",french live portug moment,"{'french', 'portug', 'moment', 'live'}"
ldr,0.00037790158520040163,0.0004468002088620507,0.0004123508970312262,34986.0,34987.0,34987.0,0.0,62.0,female,"pasig, metro manila, philippines",asian,businesswoman,widowed,more than 2 living elsewhere,christian,straight,female,i am down to earth and fun loving person. my passion is cooking and love to go to the gym. i enioy outdoor activities and adventurous. a level headed woman and i am latin and standard dance competitor,61-70,"{'enioy', 'gym', 'love', 'woman', 'fun', 'headed', 'level', 'adventurous', 'activities', 'passion', 'person', 'standard', 'competitor', 'earth', 'latin', 'dance', 'go', 'cooking', 'loving', 'outdoor'}",earth fun love person passion cook love go gym enioy outdoor activ adventur level head woman latin standard danc competitor,"{'cook', 'enioy', 'gym', 'love', 'woman', 'danc', 'fun', 'level', 'passion', 'person', 'standard', 'competitor', 'earth', 'latin', 'adventur', 'go', 'activ', 'head', 'outdoor'}"
glo,0.00020855176039149566,0.0006110582254205908,0.00040980499290604324,11160.0,11160.0,11160.0,0.0,44.0,female,"cochabamba, bolivia",hispanic,,single,no children,other,straight,female,,41-50,,,
valeriaval92,0.0001086337977767531,0.0007106973740222256,0.00040966558589948933,7472.0,7472.0,7472.0,0.0,31.0,female,"santiago de queretaro, qro., mexico",,atencion al cliente,single,no children,other,straight,female,,31-40,,,
natalee,0.00013480908856997186,0.0006821018654770679,0.00040845547702351987,20421.0,20421.0,20421.0,0.0,38.0,female,"kyiv, ukraine, 02000",white,,single,no children,christian,straight,female,,31-40,,,
yani86,0.00025083169060719645,0.0005638267742014495,0.000407329232404323,29937.0,29937.0,29937.0,0.0,37.0,female,"havana, cuba",hispanic,camarera,single,no children,other,straight,female,,31-40,,,
ramon1977,2.050146341637041e-05,0.0007915498026824183,0.00040602563304939433,1041.0,1041.0,1041.0,0.0,46.0,male,"barcelona, anzoategui, venezuela",hispanic,soldador,single,1-2 living elsewhere,other,straight,male,,41-50,,,
user_95629,0.00017867268736164262,0.0006311414524910736,0.0004049070699263581,21114.0,21114.0,21114.0,0.0,29.0,female,"canelones, departamento de canelones, uruguay",white,,single,1-2 living with me,other,straight,female,,21-30,,,
mariemond,0.00018956891203218064,0.0006186691464715096,0.0004041190292518451,21033.0,21033.0,21033.0,0.0,40.0,female,"cagayan de oro, misamis oriental, philippines",asian,government employee,separated,1-2 living with me,christian,straight,female,"im separated but not legally annaulment is expensive, i have two daughters living with me... i work hard to give my daughters a good future... im looking for a man man who will accept me for who i am...",41-50,"{'annaulment', 'give', 'two', 'looking', 'daughters', 'future', 'im', 'accept', 'hard', 'legally', 'work', 'man', 'good', 'living', 'expensive', 'separated'}",im separ legal annaul expens two daughter live work hard give daughter good futur im look man man accept,"{'futur', 'give', 'live', 'two', 'separ', 'expens', 'accept', 'im', 'legal', 'hard', 'look', 'work', 'man', 'annaul', 'daughter', 'good'}"
jhoncub40,0.0006242536507747032,0.00018262124075145287,0.000403437445763078,31177.0,31177.0,31177.0,0.0,46.0,male,"moron, cuba",white,administrador de red,single,1-2 living elsewhere,spiritual,straight,male,,41-50,,,
juan,0.00025165606657693977,0.0005542014379942839,0.00040292875228561183,33307.0,33308.0,33308.0,0.0,46.0,male,"huesca, huesca, spain",white,,single,want children,christian,straight,male,"im a spaniard... quite a globetrotter... working in several intellectual areas. i enjoy every single second of my life... but now, im realizing that ive passed most of it, surrounded by people that i appreciate a lot, but working alone. never bothered me that, but now im starting to be fed up. i can be adventureous, funny, serious, silly, clever, handsome, ugly, organized, or a complete dissaster, i tak dalei (as here is said).. so i cant say im simple, but i have a good heart and tons of humor.",41-50,"{'tons', 'im', 'life', 'several', 'working', 'starting', 'surrounded', 'serious', 'say', 'bothered', 'organized', 'adventureous', 'cant', 'good', 'enjoy', 'appreciate', 'lot', 'quite', 'areas', 'ugly', 'silly', 'ive', 'intellectual', 'clever', 'globetrotter', 'single', 'fed', 'dalei', 'tak', 'spaniard', 'handsome', 'never', 'said', 'every', 'heart', 'alone', 'dissaster', 'realizing', 'people', 'humor', 'passed', 'second', 'funny', 'complete', 'simple'}",im spaniard quit globetrott work sever intellectu area enjoy everi singl second life im realiz ive pass surround peopl appreci lot work alon never bother im start fed adventur funni seriou silli clever handsom ugli organ complet dissast tak dalei said cant say im simpl good heart ton humor,"{'pass', 'handsom', 'ton', 'im', 'life', 'bother', 'work', 'seriou', 'area', 'complet', 'organ', 'sever', 'intellectu', 'say', 'alon', 'simpl', 'cant', 'funni', 'good', 'enjoy', 'silli', 'lot', 'quit', 'ugli', 'dissast', 'surround', 'everi', 'ive', 'globetrott', 'clever', 'fed', 'dalei', 'tak', 'spaniard', 'adventur', 'never', 'said', 'heart', 'singl', 'humor', 'peopl', 'start', 'second', 'appreci', 'realiz'}"
juan,0.00025165606657693977,0.0005542014379942839,0.00040292875228561183,56373.0,56446.0,2964.0,1.0,44.0,male,"torrance, california, united states",,,widowed,,,,male,"i hope to find that special lady i have longed hoped and thought of having as a wife….a woman i can call my own, and she will be loving and caring at all times, as i am a god fearing entity, i will like her to be the same…and i am a widower, and i hope she loves me for who i am and not my wealth.
message:
hi friend,
how are you doing?you are sweet looking and exquisite. i must tell you that i admire you and can’t just help my instincts in talking with you, i guess we might be good. well am attracted to you. i’d love to know you..hope you write soon! mezaj35@yahoo.com
letter to victim:
hello dear,
i am mr juan meza it gives me joy to send this mail to you. how is your day, hope cool. let me tell you more about myself. i’m god fearing, honest, caring, trustworthy and understanding. i have an easy heart which makes me enjoy helping people and i’m also into charity giving. i want to spend the rest of my life with someone who is friendly, honest, caring,trustworthy and god fearing. i have a 8yrs old son, his name is juan jr . i want a serious relationship with a honest and understanding woman because i’m not getting any younger so i don’t want to play games and i want something serious with the right woman who is willing too, that’s why i’ll put in more effort to see where god will lead us to, what do you think? i was in a relationship with another lady after i lost my wife and it was serious and leading to marriage, but i discovered she wasn’t actually in love but was after my wealth. actually its a long story.
it has been difficult all these years without a woman to love and call my own but i believe god has a reason for everything. not long ago a friend of mine advised me to go on dating site that i can meet my miss right because he met his wife about 4 years ago on confirio and that was how i registered and saw your profile and found interest in you. there is something in you that just make me feel cool when i think about you, that why i would like us to start up something because i know that there’s something so special in you that i have not yet discovered. i have not been in a relationship for long now because, i don’t enjoy the one-night stand thing, when you quickly jump into a relationship believe me, you will also jump out quickly and i don’t need that kind of thing in my life right now. i want a relationship that can lead to something great, after all if there is a chemistry between a man and a woman nothing can stand in the way. i really think it’s time to build a relationship.
i am a man who will never cheat on my partner, my demised wife can testify to that because i believe that god made one man for one woman and so i should be like that. it is very important for me to build a life of stability, security, and opportunity for the special person i hope to share my thoughts, feelings, experiences, dreams and fantasies with, and to offer the best opportunities for our children, both mine and that special person children, and that is my focus at this time and i also do enjoy my job. please do not mind my long story, i am just excited about meeting you. can you please tell me more about yourself? your family and all that, and you can also tell me your favorite food.. hope to read from you soon.
have a lovely day.
cheers & hugs,
juan
  
",41-50,"{'lady', 'yet', 'long', 'profile', 'games', 'mind', 'great', 'meza', 'thought', 'love', 'charity', '8yrs', 'mail', 'without', 'attracted', 'one', 'want', 'write', 'lost', 'trustworthy', 'enjoy', 'makes', 'stand', 'found', 'person', 'jr', 'saw', 'way', 'important', 'must', 'gives', 'favorite', 'made', 'hope', 'name', 'instincts', 'heart', 'understanding', 'mezaj35', 'getting', 'lead', 'mr', 'years', 'send', 'also', 'special', 'loving', 'hoped', 'fantasies', 'loves', 'thoughts', 'hello', 'opportunity', 'really', 'opportunities', 'discovered', 'joy', 'day', 'life', 'miss', 'reason', 'help', 'nothing', 'registered', 'spend', 'victim', 'advised', 'see', 'looking', 'might', 'relationship', 'rest', 'cheat', 'serious', 'younger', 'something', 'man', 'confirio', 'god', 'think', 'mine', 'helping', 'effort', 'quickly', 'hi', 'partner', 'testify', 'cool', 'son', 'make', 'offer', 'fearing', 'security', 'easy', 'people', 'guess', 'another', 'difficult', 'message', 'play', 'giving', 'let', 'children', 'chemistry', 'best', 'kind', 'exquisite', 'dear', 'longed', '4', 'story', 'wealth', 'believe', 'caring', 'met', 'job', 'tell', 'feelings', 'meet', 'feel', 'time', 'sameand', 'need', 'site', 'willing', 'good', 'food', 'demised', 'sweet', 'talking', 'share', 'please', 'hugs', 'thing', 'marriage', 'wife', 'yahoocom', 'call', 'cheers', 'find', 'admire', 'juan', 'old', 'friendly', 'go', 'dreams', 'ago', 'lovely', 'onenight', 'us', 'soon', 'start', 'honest', 'friend', 'actually', 'excited', 'jump', 'letter', 'entity', 'times', 'would', 'woman', 'everything', 'meeting', 'family', 'right', 'know', 'experiences', 'dating', 'like', 'well', 'stability', 'focus', 'never', 'read', 'interest', 'put', 'widower', 'someone', 'leading', 'wifea', 'build'}",hope find special ladi long hope thought wifea woman call love care time god fear entiti like sameand widow hope love wealth messag hi friend sweet look exquisit must tell admir help instinct talk guess might good well attract love know hope write soon mezaj35 yahoocom letter victim hello dear mr juan meza give joy send mail day hope cool let tell god fear honest care trustworthi understand easi heart make enjoy help peopl also chariti give want spend rest life someon friendli honest care trustworthi god fear 8yr old son name juan jr want seriou relationship honest understand woman get younger want play game want someth seriou right woman will put effort see god lead us think relationship anoth ladi lost wife seriou lead marriag discov actual love wealth actual long stori difficult year without woman love call believ god reason everyth long ago friend mine advis go date site meet miss right met wife 4 year ago confirio regist saw profil found interest someth make feel cool think would like us start someth know someth special yet discov relationship long enjoy onenight stand thing quickli jump relationship believ also jump quickli need kind thing life right want relationship lead someth great chemistri man woman noth stand way realli think time build relationship man never cheat partner demis wife testifi believ god made one man one woman like import build life stabil secur opportun special person hope share thought feel experi dream fantasi offer best opportun children mine special person children focu time also enjoy job pleas mind long stori excit meet pleas tell famili also tell favorit food hope read soon love day cheer hug juan,"{'yet', 'talk', 'long', 'admir', 'mind', 'stori', 'great', 'meza', 'thought', 'everyth', 'love', 'secur', 'mail', 'without', 'one', '8yr', 'get', 'want', 'write', 'lost', 'dream', 'enjoy', 'year', 'stand', 'found', 'person', 'jr', 'saw', 'way', 'must', 'made', 'hope', 'name', 'heart', 'mezaj35', 'lead', 'care', 'mr', 'chemistri', 'send', 'entiti', 'messag', 'also', 'chariti', 'special', 'cheer', 'hello', 'widow', 'look', 'joy', 'day', 'understand', 'life', 'seriou', 'help', 'reason', 'miss', 'spend', 'victim', 'instinct', 'exquisit', 'discov', 'see', 'might', 'relationship', 'rest', 'cheat', 'younger', 'man', 'confirio', 'someth', 'god', 'think', 'actual', 'mine', 'regist', 'effort', 'focu', 'hi', 'partner', 'cool', 'excit', 'fantasi', 'son', 'make', 'offer', 'anoth', 'hug', 'guess', 'difficult', 'play', 'let', 'attract', 'advis', 'children', 'best', 'kind', 'dear', '4', 'wealth', 'met', 'pleas', 'job', 'tell', 'meet', 'someon', 'feel', 'time', 'sameand', 'need', 'site', 'ladi', 'fear', 'good', 'food', 'give', 'sweet', 'share', 'experi', 'thing', 'easi', 'wife', 'yahoocom', 'call', 'find', 'juan', 'old', 'go', 'famili', 'ago', 'onenight', 'us', 'soon', 'start', 'demis', 'will', 'honest', 'trustworthi', 'friend', 'quickli', 'profil', 'jump', 'favorit', 'letter', 'would', 'woman', 'believ', 'testifi', 'game', 'import', 'opportun', 'friendli', 'right', 'know', 'realli', 'stabil', 'marriag', 'like', 'well', 'noth', 'date', 'never', 'read', 'interest', 'put', 'peopl', 'wifea', 'build'}"
